Epoch,Accuracy,Precision,Recall,F1 Score
1,73.70165403,0.685718113,0.73701654,0.693272692
2,75.19268533,0.695450317,0.751926853,0.708086703
3,76.14349915,0.714030441,0.761434992,0.719710928
4,76.84826564,0.722535312,0.768482656,0.73135284
5,77.20375358,0.751465807,0.772037536,0.73495076
